NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
19913,경기도 광주시 태전동,193,0193,0000,성원3,134.94,202503,15,"51,000",305동,19,개인,개인,2000,태봉로 77,-,중개거래,경기 광주시,2025.4.18
19914,경기도 광주시 태전동,699,0699,0000,"힐스테이트태전(C5,1507~1514동)",72.8889,202503,15,"53,200",1507,16,개인,개인,2017,태전동로 50,-,중개거래,경기 광주시,2025.6.30
19915,경기도 광주시 태전동,688,0688,0000,쌍용스윗닷홈2,84.746,202503,15,"34,000",203,10,개인,개인,2004,회안대로 350-29,-,중개거래,경기 광주시,2025.6.9
19916,경기도 화성시 동탄구 산척동,722,0722,0000,더레이크시티부영1단지,59.9912,202503,15,"55,700",2454동,13,개인,개인,2018,동탄대로8길 91,-,중개거래,경기 화성시,2025.6.2
19917,경기도 화성시 동탄구 산척동,744,0744,0000,그린힐 반도유보라 아이비파크 10(1단지),59.7731,202503,15,"42,700",-,18,개인,개인,2018,동탄순환대로12길 85,20250520,중개거래,경기 화성시,-
19918,경기도 화성시 동탄구 산척동,789,0789,0000,"산척동,동탄호수공원금강펜테리움센트럴파크Ⅱ",69.9918,202503,15,"50,000",-,4,개인,개인,2017,동탄산척로2길 56,20250317,중개거래,경기 화성시,-
19919,경기도 화성시 동탄구 산척동,789,0789,0000,"산척동,동탄호수공원금강펜테리움센트럴파크Ⅱ",69.9918,202503,15,"50,000",1934동,4,개인,개인,2017,동탄산척로2길 56,-,중개거래,경기 화성시,2025.5.23
19920,경기도 화성시 동탄구 산척동,744,0744,0000,그린힐 반도유보라 아이비파크 10(1단지),59.7731,202503,15,"42,700",3633동,18,개인,개인,2018,동탄순환대로12길 85,-,중개거래,경기 화성시,2025.7.10
19921,경기도 화성시 동탄구 산척동,744,0744,0000,그린힐 반도유보라 아이비파크 10(1단지),74.1263,202503,15,"45,000",3644동,15,개인,개인,2018,동탄순환대로12길 85,-,중개거래,경기 화성시,2025.5.15
19922,경기도 광주시 태전동,699,0699,0000,"힐스테이트태전(C5,1507~1514동)",72.8889,202503,15,"53,000",1509,8,개인,개인,2017,태전동로 50,-,중개거래,경기 광주시,2025.5.30
19923,경기도 화성시 동탄구 영천동,662,0662,0000,동탄역센트럴상록아파트,59.98,202503,15,"73,000",634동,13,개인,개인,2017,동탄대로22길 9,-,중개거래,경기 화성시,2025.6.10
19924,경기도 화성시 동탄구 장지동,921,0921,0000,한화 포레나 동탄호수,84.03,202503,15,"78,500",2835동,10,개인,개인,2020,동탄순환대로4길 11,-,중개거래,경기 화성시,2025.6.5
19925,경기도 화성시 동탄구 장지동,963,0963,0000,동탄호수자이파밀리에,59.64,202503,15,"56,800",3205동,4,개인,개인,2018,동탄대로2길 19,-,중개거래,경기 화성시 동탄구,2025.5.29
